title,date,full_text,link
ThinKom Delivers Satcom Systems for Sierra Nevada Corp’s RAPCON-X™ Program,"March 13, 2023","ThinKom Solutions, Inc. has delivered its ThinAir® Ka2517 phased-array satcom antenna systems to Sierra Nevada Corporation for installation on its new RAPCON-X aircraft. 
",https://www.microwavejournal.com/articles/39796-thinkom-delivers-satcom-systems-for-sierra-nevada-corps-rapcon-x-program
Rohde & Schwarz and SatixFy to Demo Wideband DVB-S2X Beam Hopping and DVB-RCS2 at Satellite 2023,"March 10, 2023","At Satelitte 2023, Rohde & Schwarz will showcase an end-to-end test infrastructure featuring its R&S SMW200A vector signal generator and R&S FSW signal and spectrum analyzer together with SatixFy’s Sx3099 modem ASIC.",https://www.microwavejournal.com/articles/39793-rohde-and-schwarz-and-satixfy-to-demonstrate-wideband-dvb-s2x-beam-hopping-and-dvb-rcs2-at-satellite-show-2023
OneWeb Confirms Successful Deployment of 40 Satellites Launched with SpaceX ,"March 10, 2023",OneWeb confirmed the successful deployment and contact of 40 satellites launched by SpaceX from Cape Canaveral Space Force Station in Florida.,https://www.microwavejournal.com/articles/39785-oneweb-confirms-successful-deployment-of-40-satellites-launched-with-spacex
Air Force Research Lab Selects ThinKom for Next-Gen Gateway Solution,"March 9, 2023","The U.S. Air Force Research Laboratory (AFRL) has contracted with ThinKom Solutions, Inc. to deliver a modular and scalable phased-array antenna solution to support ground segment operations.
",https://www.microwavejournal.com/articles/39767-air-force-research-lab-selects-thinkom-for-next-gen-gateway-solution
Possible Sale of Javelin FGM-148F Missiles to Australia,"March 8, 2023","The State Department has made a determination approving a possible foreign military sale to the Government of Australia of Javelin FGM-148F missiles and related equipment for an estimated cost of $60.18 million.
",https://www.microwavejournal.com/articles/39761-possible-sale-of-javelin-fgm-148f-missiles-to-australia
"Satcube Building Mass Production, State-of-Art, Production Facility for Satellite Terminals","March 8, 2023","Satcube announced it is building a new facility for mass production of satellite terminals, both for existing product verticals and new ventures for LEO and vehicular applications.
",https://www.microwavejournal.com/articles/39759-satcube-building-mass-production-state-of-art-production-facility-for-satellite-terminals
Boeing Successfully Demos Anti-Jam Capability for U.S. DOD Satellites,"March 7, 2023",Boeing engineers successfully demonstrated the company’s Protected Enterprise Tactical Service (PTES) over an on-orbit operational satellite.,https://www.microwavejournal.com/articles/39756-boeing-successfully-demos-anti-jam-capability-for-us-dod-satellites
L3Harris Viper Shield EW System Awarded Long-Lead Material Contract to Accelerate Global Production,"March 7, 2023",L3Harris Technologies announced receiving an undefinitized contract from Lockheed Martin to procure long-lead material for the Viper Shield electronic warfare system to accelerate global product delivery.,https://www.microwavejournal.com/articles/39754-l3harris-viper-shield-ew-system-awarded-long-lead-material-contract-to-accelerate-global-production
Rohde & Schwarz Launches Drone-Based Analyzer for Efficient ATC Air Navigation Signal Inspection,"March 7, 2023",R&S EVSD1000 VHF/UHF nav/drone analyzer provides highly accurate and efficient drone inspection of terrestrial navigation and communications systems along with outstanding accuracy and the measurement repeatability customers need.,https://www.microwavejournal.com/articles/39752-rohde-and-schwarz-launches-drone-based-analyzer-for-efficient-atc-air-navigation-signal-inspection
Ka-band Antenna Simulation for a Satellite,"March 6, 2023","The combination positions CAES to deliver even greater capabilities and specialized knowledge across RF, and develop the best solutions for tomorrow’s missions.
",https://www.microwavejournal.com/blogs/31-simulation-advice-katerina-galitskaya/post/39794-ka-band-antenna-simulation-for-a-satellite
"Herley Joins CAES, Strengthening Position as Advanced RF Company","March 6, 2023","Orbit Communication Systems Ltd. is introducing the AirTRx system for continuous communication for regional jets. 
",https://www.microwavejournal.com/articles/39750-herley-joins-caes-strengthening-position-as-advanced-rf-company
Orbit Communication Systems Introduces the AirTRx Family of Multi-Purpose Airborne Satellite Terminals,"March 6, 2023","SWISSto12 SA (St12) announced the incorporation of St12 RF Solutions, Inc. with a focus on engaging government and industry partners in the U.S. to commercialize advanced RF solutions.",https://www.microwavejournal.com/articles/39746-orbit-communication-systems-introduces-the-airtrx-family-of-multi-purpose-airborne-satellite-terminals
SWISSto12 Launches US Entity St12 RF Solutions Inc to Boost Engagement with US Aerospace Customers,"March 6, 2023","CesiumAstro announced it has been awarded a contract through the Department of Defense’s (DOD’s) Space Development Agency (SDA) to advance the company’s multi-beam L-Band AESA antenna.
",https://www.microwavejournal.com/articles/39744-swissto12-launches-us-entity-st12-rf-solutions-inc-to-boost-engagement-with-us-aerospace-customers
"CesiumAstro Wins SDA Award to Advance Multi-Beam, L-Band Active Electronically Steerable Antenna Array Development","March 2, 2023",N/A,https://www.microwavejournal.com/articles/39738-cesiumastro-wins-sda-award-to-advance-multi-beam-l-band-active-electronically-steerable-antenna-array-development
Consortium for Development of European Protected Waveform Kicks Off ,"February 28, 2023",ST Engineering iDirect’s EU Satcom Centre of Excellence is leading a consortium of leading satellite industry players to develop the European Protected Waveform (EPW) for the European Defence Fund (EDF).,https://www.microwavejournal.com/articles/39721-consortium-for-development-of-european-protected-waveform-kicks-off
"Rohde & Schwarz Verifies NTN Capabilities of Bullitt’s Smartphone, Powered by MediaTek 3GPP Rel-17 Chipset","February 27, 2023",Rohde & Schwarz has partnered with Bullitt and MediaTek to fully test and verify the first satellite-to-mobile messaging 5G smartphone in line with 3GPP Release 17. ,https://www.microwavejournal.com/articles/39715-rohde-and-schwarz-verifies-ntn-capabilities-of-bullitts-smartphone-powered-by-mediatek-3gpp-rel-17-chipset
Northrop Grumman’s New Multifunction Sensor Designed for Rapid Production,"February 27, 2023","Northrop Grumman Corporation has successfully moved its first Electronically-Scanned Multifunction Reconfigurable Integrated Sensor (EMRIS), a new ultra-wideband sensor, into integration and test.
",https://www.microwavejournal.com/articles/39714-northrop-grummans-new-multifunction-sensor-designed-for-rapid-production
Rohde & Schwarz Collaborates with Qualcomm and Iridium Communications to Test Snapdragon Satellite,"February 27, 2023",Rohde & Schwarz announced that its CMW100 communications manufacturing test set has been validated by Qualcomm Technologies for QDART to verify Iridium waveforms used for the new Snapdragon® Satellite solution.,https://www.microwavejournal.com/articles/39712-rohde-and-schwarz-collaborates-with-qualcomm-and-iridium-communications-to-test-snapdragon-satellite
Qualcomm and Leading Global Smartphone Manufacturers Collaborate to Bring Snapdragon Satellite to Smartphones,"February 27, 2023","Qualcomm Technologies, Inc. announced its collaboration with Honor, Motorola, Nothing, OPPO, vivo and Xiaomi to develop smartphones with satellite communication capabilities leveraging the recently unveiled Snapdragon® Satellite.",https://www.microwavejournal.com/articles/39710-qualcomm-and-leading-global-smartphone-manufacturers-collaborate-to-bring-snapdragon-satellite-to-smartphones
Pasternack Releases New Mil-Spec GPS/GNSS Antennas ,"February 23, 2023",Pasternack recently introduced an innovative series of military-standard GPS/GNSS antennas for use in various small form factor and mobile applications.,https://www.microwavejournal.com/articles/39691-pasternack-releases-new-mil-spec-gps-gnss-antennas
Terran Orbital Wins $2.4B Contract to Build 300 Satellites for Rivada Space Networks,"February 22, 2023","Terran Orbital Corporation announced its subsidiary, Tyvak Nano-Satellite Systems, Inc., has been awarded a $2.4 billion contract to design, build and deploy 288 LEO satellites for Rivada Space Networks. ",https://www.microwavejournal.com/articles/39677-terran-orbital-wins-24b-contract-to-build-300-satellites-for-rivada-space-networks
Liberty Defense Receives a Letter of Intent from GTAA to Purchase HEXWAVE for Use at Toronto Pearson International Airport,"February 21, 2023","Liberty Defense Holdings Ltd has received a Letter of Intent from the Greater Toronto Airports Authority (GTAA) to acquire the HEXWAVE™ for use at Toronto Pearson International Airport, subject to further evaluation.",https://www.microwavejournal.com/articles/39670-liberty-defense-receives-a-letter-of-intent-from-gtaa-to-purchase-hexwave-for-use-at-toronto-pearson-international-airport
ThinKom Multi-Band Antenna Terminals Selected for Critical Military Airborne Program,"February 21, 2023","ThinKom has secured a major production contract for an airborne, multi-band, conformal antenna solution to support a military partner.
",https://www.microwavejournal.com/articles/39668-thinkom-multi-band-antenna-terminals-selected-for-critical-military-airborne-program
Lockheed Martin Awarded $1.1B Initial Contract To Provide Nation's First Sea-Based Hypersonic Strike Capability,"February 21, 2023",Lockheed Martin is partnering with the U.S. Navy to integrate hypersonic strike capability onto surface ships.,https://www.microwavejournal.com/articles/39664-lockheed-martin-awarded-11b-initial-contract-to-provide-nations-first-sea-based-hypersonic-strike-capability
SiTime Delivers 25x Better Timekeeping for Aerospace and Defense,"February 16, 2023","SiTime Corporation announced a 32 kHz MEMS Super-TCXO®, the SiT7910 is part of the SiTime Endura™ ruggedized family for aerospace and defense applications.",https://www.microwavejournal.com/articles/39653-sitime-delivers-25x-better-timekeeping-for-aerospace-and-defense
Vyoma and EnduroSat Join Forces to Enhance Space Sustainability,"February 16, 2023","Vyoma has partnered with EnduroSat to help improve the safety of satellites in orbit.
",https://www.microwavejournal.com/articles/39651-vyoma-and-endurosat-join-forces-to-enhance-space-sustainability
Murata and Skylo to Showcase Satellite NTN Connectivity for IoT Devices at MWC,"February 15, 2023","By combining Skylo’s non-terrestrial network (NTN) with Murata’s Type 1SC module, an advanced ultra-small low-power cellular IoT solution, the companies’ collaboration enables seamless, ubiquitous connectivity. 
",https://www.microwavejournal.com/articles/39646-murata-and-skylo-to-showcase-satellite-ntn-connectivity-for-iot-devices-at-mwc
Navy Selects CAES for SEWIP Block 2 Support,"February 13, 2023","CAES has been awarded a contract with the U.S. Navy for spares, engineering services and repairs on antenna array panel assemblies to support the SEWIP Block 2 program.",https://www.microwavejournal.com/articles/39638-navy-selects-caes-for-sewip-block-2-support
Satcom Direct Validates Benefits of Dual Dissimilar Hardware Offering ,"February 13, 2023",The Dual Dissimilar technology equips an aircraft with the Plane Simple® Ku- and Ka-Band tail-mount antennas (dual) to support two different satellite constellations (dissimilar). ,https://www.microwavejournal.com/articles/39635-satcom-direct-validates-benefits-of-dual-dissimilar-hardware-offering
HENSOLDT Receives €100M Contract as Part of the FCAS Programme,"February 13, 2023","HENSOLDT is developing essential core elements of the novel sensor network in the German-French-Spanish armament project FCAS (future combat air system). 
",https://www.microwavejournal.com/articles/39634-hensoldt-receives-100m-contract-as-part-of-the-fcas-programme
"SES, ThinKom and Hughes Enable Multi-Orbit Resilient Connectivity for Critical Airborne Missions","February 9, 2023","SES, ThinKom and Hughes demonstrated revolutionary high performance multi-orbit service capable of supporting multiple solutions for government airborne missions. 
",https://www.microwavejournal.com/articles/39608-ses-thinkom-and-hughes-enable-multi-orbit-resilient-connectivity-for-critical-airborne-missions
HENSOLDT Jamming System Proves Effectiveness in Flight Tests,"February 9, 2023","HENSOLDT has proven the effectiveness of its jamming system ""Kalaetron Attack"" against air defence radars of various types for the first time in extended flight tests.
",https://www.microwavejournal.com/articles/39607-hensoldt-jamming-system-proves-effectiveness-in-flight-tests
PacStar® Radio Chassis Deploy Wide Range of Radio Types to Eliminate Communications Gaps in Military and Civil Operations,"February 8, 2023","Curtiss-Wright’s Defense Solutions division, has expanded its support for deployed DOD, civilian and coalition partner radio systems with a rugged chassis family designed to speed and simplify the integration and deployment of heterogeneous radio types.",https://www.microwavejournal.com/articles/39597-pacstar-radio-chassis-deploy-wide-range-of-radio-types-to-eliminate-communications-gaps-in-military-and-civil-operations
Richardson RFPD Announces Availability of GaN MMIC PAs and Transistor for C-Band Radar Systems from Wolfspeed,"February 7, 2023","Richardson RFPD, Inc announced the availability and full design support capabilities for three GaN RF devices from Wolfspeed.
",https://www.microwavejournal.com/articles/39591-richardson-rfpd-announces-availability-of-gan-mmic-pas-and-transistor-for-c-band-radar-systems-from-wolfspeed
SIG Emphasises Importance of C-Band for Satellite,"February 7, 2023","Following a recent workshop, Satcoms Innovation Group (SIG) further expanded on its findings that underscore the importance of C-Band services for satellite. ",https://www.microwavejournal.com/articles/39589-sig-emphasises-importance-of-c-band-for-satellite
GA-ASI Flight Tests LEO Satcom on MQ-9A,"February 6, 2023","GA-ASI and the Air National Guard flight tested an MQ-9A RPA equipped with an LEO satcom command and control system, providing global coverage and connectivity that will enable pole-to-pole operations for GA-ASI’s family of RPA–including models.",https://www.microwavejournal.com/articles/39585-ga-asi-flight-tests-leo-satcom-on-mq-9a
HENSOLDT and Fraunhofer Collaborate on Space Surveillance Radar,"February 3, 2023","HENSOLDT has agreed to cooperate with Fraunhofer FHR with the aim of transforming the technology demonstrator German Experimental Space Surveillance and Tracking Radar (GESTRA) into a series production ready, operationally deployable system called Custodian. ",https://www.microwavejournal.com/articles/39579-hensoldt-and-fraunhofer-collaborate-on-space-surveillance-radar
Gilat Awarded Multimillion-Dollar Contract for Satcom Expansion on Trains in Asia-Pacific,"February 2, 2023",Gilat Satellite Networks Ltd announced that the company was awarded a multimillion-dollar contract for the expansion of satcom capabilities on trains in Asia-Pacific.,https://www.microwavejournal.com/articles/39572-gilat-awarded-multimillion-dollar-contract-for-satcom-expansion-on-trains-in-asia-pacific
Satcom Direct Confirms Commercial Launch of the SD Plane Simple® Antenna Series ,"February 2, 2023","Following two years of development, rigorous testing and a thorough customer in-service evaluation, Satcom Direct's Plane Simple® antenna series officially enters commercial service. 
",https://www.microwavejournal.com/articles/39570-satcom-direct-confirms-commercial-launch-of-the-sd-plane-simple-antenna-series
SWISSto12 and Thales Sign First Contract to Develop and Supply SSPAs for GEO Satellite Missions,"February 1, 2023","SWISSto12 announced the signing of its first contract with Thales, where Thales will develop and supply the Ka-Band SSPAs to SWISSto12’s HummingSat range GEO telecommunications satellites.",https://www.microwavejournal.com/articles/39568-swissto12-and-thales-sign-first-contract-to-develop-and-supply-sspas-for-geo-satellite-missions
CAES Wins Award to Deliver Dual SiP Circuit Card Assemblies,"January 31, 2023",CAES announced its recent award to perform on the Extremely Wideband Radio Frequency Spectrum Operations (EWO) System.,https://www.microwavejournal.com/articles/39562-caes-wins-award-to-deliver-dual-sip-circuit-card-assemblies
"DARPA, AFRL, Lockheed Martin and Aerojet Rocketdyne Team's Second HAWC Launched From B-52 Accomplishes All Test Objectives","January 31, 2023","The Defense Advanced Research Projects Agency (DARPA), Air Force Research Lab (AFRL), Lockheed Martin and Aerojet Rocketdyne team accomplished their primary objectives during its second hypersonic air-breathing weapon concept (HAWC) flight test doubling the amount of scramjet powered vehicle data.",https://www.microwavejournal.com/articles/39561-darpa-afrl-lockheed-martin-and-aerojet-rocketdyne-teams-second-hawc-launched-from-b-52-accomplishes-all-test-objectives
Airbus to Provide Satellite Communications for Belgian Armed Forces,"January 25, 2023","Airbus has signed a contract with the Belgian Ministry of Defence to provide tactical satellite communications services for a 15 year period.
",https://www.microwavejournal.com/articles/39540-airbus-to-provide-satellite-communications-for-belgian-armed-forces
Viasat Awarded Satellite Communications Managed Services Contract by U.S. Marine Corps,"January 25, 2023","Viasat Inc announced it was awarded a contract to provide end-to-end satcom support through a fully managed service to the U.S. Marine Corps. 
",https://www.microwavejournal.com/articles/39539-viasat-awarded-satellite-communications-managed-services-contract-by-us-marine-corps
Spectrum Control Announces Modular EMI Filters That Meet Global Regulations and Provide Cost and Time Efficiencies ,"January 25, 2023",Spectrum Control announces a family of modular AC power EMI filters that help satisfy global EMC regulations.,https://www.microwavejournal.com/articles/39536-spectrum-control-announces-modular-emi-filters-that-meet-global-regulations-and-provide-cost-and-time-efficiencies
Mercury Unveils the Industry’s First Signal Processing Board To Feature Intel’s Latest Direct RF Technology,"January 24, 2023","Mercury Systems, Inc. introduced a new COTS open-architecture board that delivers the latest commercial signal processing technology for aerospace and defense applications, the DRF3182 Direct RF Processing Module. 
",https://www.microwavejournal.com/articles/39518-mercury-unveils-the-industrys-first-signal-processing-board-to-feature-intels-latest-direct-rf-technology
Liberty Defense Announces the Sale of its First HEXWAVE System,"January 24, 2023","Liberty Defense Holdings Ltd.,  announced it has sold its first HEXWAVE™ system to LINEV Systems US, Inc.",https://www.microwavejournal.com/articles/39515-liberty-defense-announces-the-sale-of-its-first-hexwave-system
CAES to Provide Northrop Grumman M-Code GPS Antennas for Precision Guidance Kits ,"January 23, 2023",CAES announced it has been awarded a contract valued at more than $24 million from Northrop Grumman to provide M-Code GPS antennas to support precision guidance kits (PGKs).,https://www.microwavejournal.com/articles/39514-caes-to-provide-northrop-grumman-m-code-gps-antennas-for-precision-guidance-kits
U.S. Army Awards Epirus $66.1M Contract for Leonidas™ Directed Energy System,"January 23, 2023",Epirus announced a $66.1 million contract award from the U.S. Army’s RCCTO in support of the Indirect Fire Protection Capability-High-Power Microwave Program.,https://www.microwavejournal.com/articles/39513-us-army-awards-epirus-661m-contract-for-leonidas-directed-energy-system
Liberty Defense Announces Completed US Beta Testing ,"January 20, 2023",Liberty Defense Holdings Ltd. announced it has recently completed its beta testing of the HEXWAVE™ in the U.S. and utilized beta data and operational feedback to make system configuration and algorithm improvements.,https://www.microwavejournal.com/articles/39509-liberty-defense-announces-completed-us-beta-testing
AARONIA Dominates Visitor Interest at U.T.SEC Special Area with AARTOS Drone Detection system,"January 19, 2023","AARONIA AG showed their most successful anti-drone system, AARTOS, at Perimeter Protection.",https://www.microwavejournal.com/articles/39507-aaronia-dominates-visitor-interest-at-utsec-special-area-with-aartos-drone-detection-system
QuadSAT and Danish Navy Explore New Testing Methods,"January 18, 2023","QuadSAT has performed a technical demonstration of its drone-based testing solution in a real, operational environment for the Danish Navy. 
",https://www.microwavejournal.com/articles/39498-quadsat-and-danish-navy-explore-new-testing-methods
CesiumAstro Acquires TXMission,"January 17, 2023","CesiumAstro Inc. announced it has acquired TXMission Ltd.
",https://www.microwavejournal.com/articles/39496-cesiumastro-acquires-txmission
ARFL Selects BAE Systems to Develop Advanced Seeker for Maritime Targeting from Air-Launched Platforms,"January 12, 2023","BAE Systems has received a $12 million Phase 2 contract from the Air Force Research Laboratory (AFRL) to further develop a low-cost, all-weather, multi-mode (radar/infrared) open architecture seeker under the Maritime Weapon Innovation Program Joint Capability Technology Demonstration (also known as QUICKSINK).",https://www.microwavejournal.com/articles/39483-arfl-selects-bae-systems-to-develop-advanced-seeker-for-maritime-targeting-from-air-launched-platforms
Northrop Grumman Developing the Next Generation Radar for the F-35 Lightning II,"January 12, 2023","Northrop Grumman Corporation is developing AN/APG-85, an advanced AESA radar for the F-35 Lightning II. 
",https://www.microwavejournal.com/articles/39482-northrop-grumman-developing-the-next-generation-radar-for-the-f-35-lightning-ii
Kratos Receives Mayhem Hypersonic Missile Program Contract Award,"January 12, 2023","Kratos Defense & Security Solutions, Inc. announced that its Defense & Rocket System Services (DRSS) Division has received a contract from its prime teammate and partner Leidos to support the Expendable Hypersonic Multi-Mission ISR and Strike Program, known as Mayhem. ",https://www.microwavejournal.com/articles/39476-kratos-receives-mayhem-hypersonic-missile-program-contract-award
CAAC Validation for Viasat’s Ka-Band In-flight Connectivity Integration Issued for Boeing 737 Series Aircraft,"January 12, 2023","Viasat Inc. announced it has been awarded a Civil Aviation Administration of China (CAAC) Validation of Supplemental Type Certificate (VSTC) to install its advanced Ka-Band satellite connectivity system on the Boeing 737 aircraft series.
",https://www.microwavejournal.com/articles/39475-caac-validation-for-viasats-ka-band-in-flight-connectivity-integration-issued-for-boeing-737-series-aircraft
Keysight and TEVET Collaborate to Provide Real-Time Signal Analysis for EM Spectrum Operations ,"January 12, 2023","Keysight Technologies, Inc. and TEVET have partnered to address the need for real-time analysis of signals in electromagnetic spectrum operations applications.
",https://www.microwavejournal.com/articles/39472-keysight-and-tevet-collaborate-to-provide-real-time-signal-analysis-for-em-spectrum-operations
Pentagon And Lockheed Martin Finalize Lot 15-17 Agreement,"January 11, 2023","The F-35 Joint Program Office and Lockheed Martin have finalized the contract for the production and delivery for up to 398 F-35s for $30 billion, including U.S., international partners and foreign military sales aircraft in Lots 15 and 16, with the option for Lot 17.",https://www.microwavejournal.com/articles/39420-pentagon-and-lockheed-martin-finalize-lot-15-17-agreement
Veritas Capital Rebrands CAES Space Systems as Frontgrade Technologies,"January 10, 2023","Veritas Capital announced the rebranding of its portfolio company, CAES Space Systems to Frontgrade Technologies. Veritas also confirmed the completion of its previously announced acquisition of the company from CAES. 
",https://www.microwavejournal.com/articles/39458-veritas-capital-rebrands-caes-space-systems-as-frontgrade-technologies
CAES Awarded LRIP2 Contract from Lockheed Martin to Support AOEW System,"January 6, 2023","CAES announced it has been awarded a Low Rate Initial Production Phase 2 (LRIP2) contract from Lockheed Martin Corporation. 
",https://www.microwavejournal.com/articles/39440-caes-awarded-lrip2-contract-from-lockheed-martin-to-support-aoew-system
U.S. Army Taps Leonardo DRS to Provide Additional M-LIDS Counter-UAS Platforms ,"January 5, 2023","Leonardo DRS, Inc. announced it was awarded a contract to provide additional C-UAS platforms in support of U.S. Army’s Integrated Fires/Rapid Capabilities Office’s on-going M-LIDS program.",https://www.microwavejournal.com/articles/39438-us-army-taps-leonardo-drs-to-provide-additional-m-lids-counter-uas-platforms
Elbit E-LynX SDR Selected Again by the Spanish Army,"January 5, 2023",Elbit Systems Ltd. announced that its E-LynX™ tactical SDR solution was selected by the Spanish Ministry of Defense Directorate,https://www.microwavejournal.com/articles/39433-elbit-e-lynx-sdr-selected-again-by-the-spanish-army
AESA Radar Modernizes Bulldog F-16s for Next-Generation Airpower,"January 3, 2023",Nine Block 50 F-16CM Fighting Falcons from the 148th Fighter Wing received the new active electronical scanned array (AESA) radar.,https://www.microwavejournal.com/articles/39412-aesa-radar-modernizes-bulldog-f-16s-for-next-generation-airpower
Saturn Satellite Networks Selects CesiumAstro’s RF Payload for its $500M Space Broadband Networks-1 Program,"December 20, 2022",Saturn Satellite Networks has selected CesiumAstro’s Vireo-GEO active phased array RF payload for Saturn’s Space Broadband Networks-1. ,https://www.microwavejournal.com/articles/39395-saturn-satellite-networks-selects-cesiumastros-rf-payload-for-its-500m-space-broadband-networks-1-program
"First Two O3b mPOWER Satellites Sending, Receiving Signals After Successful Dual-Stack Launch","December 19, 2022","The first two Boeing-built O3b mPOWER satellites are sending and receiving signals as they continue their journey into MEO following their successful dual-configuration launch. 
",https://www.microwavejournal.com/articles/39389-first-two-o3b-mpower-satellites-sending-receiving-signals-after-successful-dual-stack-launch
Austrian Armed Forces and Rheinmetall Successfully Test Anti-Small Drone System C-sUAS,"December 19, 2022","The Austrian Armed Forces and Rheinmetall have successfully tested the leased counter-small unmanned aerial system (C-sUAS) as part of a realistic exercise, plus the Austrian Armed Forces extended the lease contract by seven months.
",https://www.microwavejournal.com/articles/39388-austrian-armed-forces-and-rheinmetall-successfully-test-anti-small-drone-system-c-suas
L3Harris to Acquire Aerojet Rocketdyne,"December 19, 2022","L3Harris Technologies and Aerojet Rocketdyne Holdings, Inc. together announced the signing of a definitive agreement for L3Harris to acquire Aerojet Rocketdyne in an all-cash transaction valued at $4.7 billion.",https://www.microwavejournal.com/articles/39387-l3harris-to-acquire-aerojet-rocketdyne
Leidos Awarded $334M Air-Breathing Hypersonic System Contract,"December 19, 2022","Leidos has been awarded a $334 million contract to assist the U.S. Air Force Research Laboratory (AFRL) in developing an air-breathing hypersonic system.
",https://www.microwavejournal.com/articles/39383-leidos-awarded-334m-air-breathing-hypersonic-system-contract
Northrop Grumman Increases Hypersonic Manufacturing Production Capacity and Affordability,"December 14, 2022",Northrop Grumman Corporation received funding through the manufacturing and industrial technology division of the Air Force Research Laboratory (AFRL) for enhancements to its hypersonics manufacturing technology. ,https://www.microwavejournal.com/articles/39360-northrop-grumman-increases-hypersonic-manufacturing-production-capacity-and-affordability
 L3Harris Awarded Potential $886M Contract Supporting Enhanced Battlespace ISR ,"December 14, 2022","The U.S. Army Communications-Electronics Command awarded L3Harris Technologies a contract worth up to $886 million to support intelligence, surveillance and reconnaissance capabilities for the Army, Department of Defense and intelligence community.",https://www.microwavejournal.com/articles/39359-l3harris-awarded-potential-886m-contract-supporting-enhanced-battlespace-isr
"OneWeb Acquires 10,000 Hughes LEO Terminals","December 13, 2022","Hughes Network Systems, LLC announced that OneWeb has ordered 10,000 Hughes LEO terminals to enable networking services for enterprise and government customers.
",https://www.microwavejournal.com/articles/39354-oneweb-acquires-10-000-hughes-leo-terminals
Fortify Receives Strategic Investment from Lockheed Martin Ventures,"December 13, 2022",Fortify announced that it has received a strategic investment from Lockheed Martin Ventures for process and material development of additive manufacturing of RF devices.,https://www.microwavejournal.com/articles/39324-fortify-receives-strategic-investment-from-lockheed-martin-ventures
"Raytheon Missiles & Defense and TTM Technologies, Inc. Reach Agreement to Purchase SPY-6 Radar Components","December 8, 2022","TTM Technologies, Inc and Raytheon Missiles & Defense have reached a multi-year agreement to provide RF assemblies, electronic hardware and PCBs for the SPY-6 family of radars. ",https://www.microwavejournal.com/articles/39323-raytheon-missiles-and-defense-and-ttm-technologies-inc-reach-agreement-to-purchase-spy-6-radar-components
Kumu Networks Demonstrates Highest Performing Self-Interference Cancellation Technology to US Army,"December 7, 2022","Kumu Networks announced that its K8 canceller prototype has achieved the highest levels of radio self-interference cancellation to date, breaking the industry record of > 80 dB cancellation by almost two orders of magnitude.",https://www.microwavejournal.com/articles/39312-kumu-networks-demonstrates-highest-performing-self-interference-cancellation-technology-to-us-army
Satcoms Innovation Group Says Risk of Interference from 5G is Controlled for C-Band Satellite Systems,"December 6, 2022","The Satcoms Innovation Group (SIG) has concluded that the risk of interference to satellite systems from 5G is, although real, controlled and being effectively resolved on a case-by-case basis by satellite operators and affected clients. 
",https://www.microwavejournal.com/articles/39305-satcoms-innovation-group-says-risk-of-interference-from-5g-is-controlled-for-c-band-satellite-systems
Stay Under the Radar With Black Plated RF Connectors for Covert Applications,"December 6, 2022","Amphenol RF expanded their line of black-plated connectors with SMA and N-Type configurations designed for low loss LMR cable types. 
",https://www.microwavejournal.com/articles/39301-stay-under-the-radar-with-black-plated-rf-connectors-for-covert-applications
OneWeb to Launch 40 Satellites with SpaceX ,"December 6, 2022","OneWeb will now target its launch of 40 satellites with SpaceX for no earlier than Thursday, December 8, 2022 to allow for additional pre-launch checks. 
",https://www.microwavejournal.com/articles/39298-oneweb-to-launch-40-satellites-with-spacex
Software Defined Radios in Government & Military Applications,"December 5, 2022","Stellar Blu has selected Satcom Direct
 as its preferred service provider for executive airliner customers using the Stellar Blu Sidewinder product line. 
",https://www.microwavejournal.com/articles/39093-software-defined-radios-in-government-military-applications
Stellar Blu Solutions Names Satcom Direct as Preferred Service Provider,"December 5, 2022","Sivers Semiconductors AB's business unit, Sivers Wireless, has signed a strategic development agreement worth $16.4 million with a European satellite communications company to develop several chipsets for satellite communication ground terminals.",https://www.microwavejournal.com/articles/39297-stellar-blu-solutions-names-satcom-direct-as-preferred-service-provider
Sivers Semiconductors Signs $16.4M Agreement with European Satellite Communications Company,"December 5, 2022",The B-21 Raider is the first new American bomber aircraft in more than 30 years. Almost every aspect of the program is classified.,https://www.microwavejournal.com/articles/39292-sivers-semiconductors-signs-164m-agreement-with-european-satellite-communications-company
"Pentagon Debuts its New Stealth Bomber, the B-21 Raider","December 5, 2022",Liberty Defense Holdings Ltd. delivered a corporate update including a summary of the successes of its beta trials to date and development plans for 2023.,https://www.microwavejournal.com/articles/39291-pentagon-debuts-its-new-stealth-bomber-the-b-21-raider
Liberty Defense Provides Corporate Update,"December 1, 2022","The U.S. Department of Defense’s (DOD) JCO named and recommended for CaaS the DRONE DOME system, provided via Rafael Systems Global Sustainment (RSGS).",https://www.microwavejournal.com/articles/39281-liberty-defense-provides-corporate-update
Rafael's DRONE DOME Recommended by U.S. DOD ,"December 1, 2022",N/A,https://www.microwavejournal.com/articles/39279-rafaels-drone-dome-recommended-by-us-dod
Lockheed Martin Successfully Hosts Advanced 5G.MIL® Capabilities On Flight Ready Hardware,"November 29, 2022","Lockheed Martin, in collaboration with Intel, accomplished an industry first by successfully integrating a 5G Core and O-RAN into Lockheed Martin's 5G.MIL® Hybrid Base Station. 
",https://www.microwavejournal.com/articles/39272-lockheed-martin-successfully-hosts-advanced-5gmil-capabilities-on-flight-ready-hardware
